url_length,url_special_characters,url_tag_script,url_tag_iframe,url_attr_src,url_event_onload,url_event_onmouseover,url_cookie,url_number_keywords_param,url_number_domain,html_tag_script,html_tag_iframe,html_tag_meta,html_tag_object,html_tag_embed,html_tag_link,html_tag_svg,html_tag_frame,html_tag_form,html_tag_div,html_tag_style,html_tag_img,html_tag_input,html_tag_textarea,html_attr_action,html_attr_background,html_attr_classid,html_attr_codebase,html_attr_href,html_attr_longdesc,html_attr_profile,html_attr_src,html_attr_usemap,html_attr_http-equiv,html_event_onblur,html_event_onchange,html_event_onclick,html_event_onerror,html_event_onfocus,html_event_onkeydown,html_event_onkeypress,html_event_onkeyup,html_event_onload,html_event_onmousedown,html_event_onmouseout,html_event_onmouseover,html_event_onmouseup,html_event_onsubmit,html_number_keywords_evil,js_file,js_pseudo_protocol,js_dom_location,js_dom_document,js_prop_cookie,js_prop_referrer,js_method_write,js_method_getElementsByTagName,js_method_getElementById,js_method_alert,js_method_eval,js_method_fromCharCode,js_method_confirm,js_min_length,js_min_define_function,js_min_function_calls,js_string_max_length,html_length,Class
36,0,0,0,0,0,0,0,0,1,38,0,28,0,0,11,0,0,4,229,4,41,16,1,4,0,0,0,410,0,0,50,0,5,0,0,102,0,0,1,0,1,0,0,0,4,0,3,0,1,1,1,7,6,0,1,2,1,0,0,0,0,1,0,0,8431,212739,0
55,0,0,0,0,0,0,0,0,1,6,1,2,0,0,2,0,0,2,99,2,6,4,0,1,0,0,0,109,0,0,9,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1,0,0,0,0,0,7,0,0,425,97399,0
18,0,0,0,0,0,0,0,0,1,15,0,18,0,0,3,0,0,0,37,0,0,0,0,0,0,0,0,30,0,0,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,2,1,0,0,0,0,30,0,0,4422,17571,0
26,0,0,0,0,0,0,0,0,1,35,1,21,0,0,37,0,0,2,76,4,23,6,0,2,0,0,0,189,0,0,44,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,4,2,0,0,1,0,0,0,1,0,1,0,0,2823,73180,0
21,0,0,0,0,0,0,0,0,1,39,0,16,0,0,22,0,0,1,257,4,68,1,0,1,0,0,0,382,0,0,88,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,1,1,0,0,1,0,52,0,1,6316,150869,0
22,0,0,0,0,0,0,0,0,1,5,0,3,0,0,3,0,0,2,204,0,16,9,0,2,0,0,0,171,0,0,18,0,1,1,0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,344,0,0,1599,46254,0
65,0,0,0,0,0,0,0,0,1,21,0,146,0,0,21,0,0,0,171,0,168,1,0,0,0,0,0,211,0,0,178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,1,2,0,0,0,0,286,0,0,2655,127643,0
41,0,0,0,0,0,0,0,0,1,10,0,3,0,0,3,0,0,3,79,0,50,9,0,3,0,0,0,231,0,0,57,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,1,1,1,0,0,1,0,0,32,0,2,1059,43836,0
52,0,0,0,0,0,0,0,0,1,15,0,1,0,0,10,0,0,2,62,0,7,4,0,2,0,0,0,212,0,1,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,20,0,0,409,42358,0
26,0,0,0,0,0,0,0,0,1,19,0,23,0,0,16,0,0,0,138,5,62,0,0,0,0,0,0,113,0,0,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,72,0,0,4010,75237,0
59,0,0,0,0,0,0,0,0,1,7,0,8,0,0,14,0,0,1,6,0,0,2,0,1,0,0,0,31,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,1,0,0,0,0,0,76,0,2,1031,9895,0
21,0,0,0,0,0,0,0,0,1,10,0,8,0,0,6,0,0,1,93,0,18,1,0,1,0,0,0,257,0,0,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,119,0,0,272,56056,0
77,0,0,0,0,0,0,0,0,1,24,1,24,0,0,10,6,0,0,255,1,15,0,0,0,0,0,0,215,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,0,0,1,1,0,0,0,0,0,25,0,0,14386,109440,0
33,0,0,0,0,0,0,0,1,1,12,0,9,0,0,28,0,0,5,199,1,19,17,1,5,0,0,0,326,0,0,24,0,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,1,1,0,0,0,0,38,0,0,4660,76008,0
64,0,0,0,0,0,0,0,0,1,14,0,5,0,0,17,0,0,0,104,0,11,1,0,0,0,0,0,75,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,0,0,0,1,0,9,0,0,0,482,0,9,7697,44001,0
28,0,0,0,0,0,0,0,1,1,56,0,5,0,0,6,0,0,1,46,0,2,7,0,1,0,0,0,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,0,1,0,0,0,0,0,27,0,0,974,14715,0
50,0,0,0,0,0,0,0,0,1,0,0,9,0,0,15,0,0,0,226,1,224,0,0,0,0,0,0,246,0,0,224,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59637,0
36,0,0,0,0,0,0,0,0,1,18,18,8,0,0,8,0,0,1,855,2,127,2,0,1,0,0,0,741,0,0,152,0,2,0,0,84,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,21,0,0,0,1,21,0,0,0,0,7,0,0,8171,298909,0
35,0,0,0,0,0,0,0,0,1,19,0,15,0,0,8,0,0,0,94,0,16,0,0,0,0,0,0,38,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,1,1,0,0,0,0,337,0,0,811,19288,0
48,0,0,0,0,0,0,0,0,1,9,0,8,0,0,5,0,0,0,101,0,13,1,0,0,0,0,0,75,0,0,17,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,2,2,0,0,1,0,0,0,0,0,82,0,0,1577,31672,0
76,0,0,0,0,0,0,0,0,1,27,1,29,0,0,18,0,0,2,68,7,16,2,0,1,0,0,0,74,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,2,3,0,0,1,0,80,0,0,2624,45815,0
37,0,0,0,0,0,0,0,0,1,14,0,16,0,0,21,2,0,0,178,2,37,2,0,0,0,0,0,78,0,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1,0,0,0,0,0,8,0,0,475,30231,0
38,0,0,0,0,0,0,0,0,1,3,0,6,0,0,11,0,0,1,35,1,19,2,0,1,0,0,0,220,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,397,0,9,1931,58059,0
31,0,0,0,0,0,0,0,0,1,16,1,2,0,0,3,0,0,2,58,5,2,9,0,2,0,0,0,31,0,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,463,0,1,3011,18665,0
37,0,0,0,0,0,0,0,0,1,6,0,4,0,0,2,0,0,0,162,4,23,0,0,0,0,0,0,85,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,419,0,1,5759,41768,0
75,0,0,0,0,0,0,0,0,1,7,0,3,0,0,5,0,0,0,47,0,12,0,0,0,0,0,0,165,0,0,15,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,3276,40447,0
25,0,0,0,0,0,0,0,0,1,56,2,21,0,0,33,0,0,4,373,11,71,13,0,2,0,0,0,362,0,0,105,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,3,1,0,0,1,0,30,0,0,4955,150226,0
115,0,0,0,0,0,0,0,1,2,5,0,4,0,0,1,0,0,1,11,2,0,9,1,1,0,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,209,0,0,500,5341,0
43,0,0,0,0,0,0,0,0,1,12,0,6,0,0,4,0,0,2,13,0,2,6,0,2,0,0,0,17,0,0,9,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,5,0,0,0,1,5,0,0,0,0,18,0,1,824,8782,0
101,0,0,0,0,0,0,0,0,1,10,0,20,0,0,2,1,0,5,504,0,29,43,0,4,0,0,0,342,0,0,31,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,0,0,25,0,0,1949,96527,0
34,0,0,0,0,0,0,0,0,1,10,0,3,0,0,1,0,0,1,47,1,11,5,0,1,0,0,0,46,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,14292,0
40,0,0,0,0,0,0,0,0,1,132,0,2,0,0,7,0,0,1,186,3,12,4,0,1,0,0,0,43,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,54936,121069,0
29,0,0,0,0,0,0,0,0,1,10,1,16,0,0,16,63,0,3,245,0,47,8,0,3,0,0,0,146,0,0,52,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,112,0,0,483,226627,0
21,0,0,0,0,0,0,0,0,1,20,1,7,0,0,5,0,0,1,72,0,5,5,0,1,0,0,0,49,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,135,0,0,5055,35848,0
27,0,0,0,0,0,0,0,0,1,11,1,5,0,0,13,0,0,1,1091,0,106,1,0,1,1,0,0,334,0,0,115,0,2,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,1,0,0,0,0,85,0,1,670,215368,0
24,0,0,0,0,0,0,0,0,1,8,3,3,0,0,1,0,0,2,416,1,177,8,0,2,0,0,0,4971,0,0,184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,4,0,1,1,0,0,0,0,0,0,82,0,0,456,646896,0
31,0,0,0,0,0,0,0,0,1,35,0,14,0,0,11,0,0,2,83,1,25,4,0,2,0,0,0,627,0,0,41,0,1,2,0,1,0,2,0,0,2,0,0,0,0,0,2,0,1,1,2,2,0,0,0,1,1,1,0,0,1,33,0,1,7939,170374,0
41,0,0,0,0,0,0,0,0,1,33,0,15,0,0,21,0,0,5,218,2,18,24,1,5,0,0,0,92,0,0,36,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,2,0,0,0,1,2,9,0,0,2019,53386,0
66,0,0,0,0,0,0,0,0,1,40,1,26,0,0,18,0,0,6,248,2,14,47,0,6,0,0,0,259,0,0,36,0,2,0,0,7,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,5719,164879,0
27,0,0,0,0,0,0,0,0,1,25,0,18,0,0,25,0,0,1,65,4,23,1,0,1,0,0,0,91,0,0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,190,0,2,2240,39825,0
25,0,0,0,0,0,0,0,0,1,48,1,9,0,0,7,0,0,2,108,0,17,17,0,2,0,0,0,177,0,0,43,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,2,1,1,0,2,0,0,52,0,0,2770,55037,0
32,0,0,0,0,0,0,0,0,1,8,0,7,0,0,5,0,0,0,10,0,12,0,0,0,0,0,0,49,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,46,8890,0
59,0,0,0,0,0,0,0,0,1,28,1,14,0,0,8,0,0,4,97,0,6,14,0,3,0,0,0,85,0,0,25,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,8,0,0,0,1,1,0,0,0,0,62,0,0,14856,40089,0
27,0,0,0,0,0,0,0,0,1,15,1,8,1,0,6,1,0,0,70,0,18,1,0,0,0,0,0,89,0,0,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,41,0,1,444,22144,0
105,0,0,0,0,0,0,0,0,1,17,0,7,0,0,7,1,0,0,4,0,0,0,0,0,0,0,0,7,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,6,5,0,1,2,0,0,0,0,0,34,0,0,10017,50359,0
58,0,0,0,0,0,0,0,0,1,17,2,19,0,0,4,0,0,0,63,0,15,0,0,0,0,0,0,54,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,140,0,0,540,36239,0
20,0,0,0,0,0,0,0,0,1,35,1,17,0,0,9,271,0,9,1950,0,57,31,0,9,0,0,0,871,0,0,82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,2,2,0,2,0,0,166,0,2,27118,611190,0
56,0,0,0,0,0,0,0,0,1,31,2,14,0,0,13,0,0,1,67,0,20,1,0,1,0,0,0,76,0,0,40,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,14,1,0,2,1,1,0,0,0,0,19,0,0,2452,36376,0
52,0,0,0,0,0,0,0,0,1,12,0,11,0,0,4,0,0,2,32,0,1,11,0,2,0,0,0,37,0,0,6,0,2,0,0,8,0,0,1,0,0,0,0,0,1,0,2,0,1,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,532,10710,0
31,0,0,0,0,0,0,0,0,1,3,0,19,0,0,16,17,0,0,146,0,26,0,0,0,0,0,0,149,0,0,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,352750,441721,0
33,0,0,0,0,0,0,0,0,1,32,0,18,0,0,34,0,0,1,182,5,30,1,0,1,0,0,0,225,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,2081,79216,0
40,0,0,0,0,0,0,0,0,1,41,0,6,0,0,9,0,0,2,86,0,11,23,0,2,0,0,0,36,0,0,20,0,3,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,9042,60378,0
69,0,0,0,0,0,0,0,0,1,64,0,6,0,0,11,0,0,4,181,10,38,43,0,3,0,0,0,176,0,0,75,0,2,4,0,14,0,4,0,0,0,0,0,0,0,0,0,0,1,1,4,6,2,1,1,2,1,1,0,0,0,1,0,0,13291,137018,0
71,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0
22,0,0,0,0,0,0,0,0,1,7,2,3,0,0,5,0,0,0,41,2,24,0,0,0,1,0,0,48,0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,151,0,0,276,18873,0
24,0,0,0,0,0,0,0,1,1,6,0,7,0,0,22,0,0,1,61,7,6,6,2,0,0,0,0,33,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,73,234664,0
22,0,0,0,0,0,0,0,0,1,35,0,4,0,0,30,0,0,1,124,5,13,2,0,1,0,0,0,63,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,1,1,0,0,1,0,29,0,0,2075,97819,0
84,0,0,0,0,0,0,0,0,1,27,2,5,0,0,26,0,0,3,193,3,78,2,0,3,0,0,0,243,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,1,1,0,0,1,0,69,0,0,2076,886024,0
27,0,0,0,0,0,0,0,0,1,36,1,10,0,0,19,0,0,1,1126,0,21,2,0,1,0,0,0,327,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,1,0,0,0,0,70,0,0,3252,159573,0
47,0,0,0,0,0,0,0,0,1,11,0,10,0,0,5,0,0,1,88,1,125,9,0,1,0,0,0,423,0,0,128,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,20,0,0,491,93689,0
48,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,14,3,12,0,0,0,12,0,0,42,0,0,12,0,2,0,0,1,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,72,0,0,0,0,72,0,0,0,0,1526,1,0,5855,29906,0
54,0,0,0,0,0,0,0,0,1,12,0,12,0,0,4,0,0,5,41,1,74,10,0,4,0,0,0,140,0,0,85,0,2,0,2,29,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,6,0,0,6,0,0,0,1,1,1,19,0,0,769,44891,0
37,0,0,0,0,0,0,0,0,1,28,0,1,0,0,5,0,0,1,260,0,78,5,0,1,0,0,0,213,0,0,92,0,1,0,3,6,0,0,0,0,0,0,0,4,4,0,0,7,1,1,1,7,1,0,0,1,1,0,0,0,0,1,0,0,873,101693,0
33,0,0,0,0,0,0,0,0,1,54,1,19,0,0,17,0,0,3,319,1,6,10,1,3,0,0,0,153,0,0,34,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,8,0,0,1,1,0,0,0,1,0,38,0,0,15566,82380,0
23,0,0,0,0,0,0,0,0,1,22,0,6,0,0,12,0,0,1,347,1,80,2,0,1,0,0,0,577,0,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,0,0,1,0,0,0,1,0,57,0,0,2043,104123,0
37,0,0,0,0,0,0,0,0,1,22,0,7,0,0,13,0,0,1,61,1,1,3,0,1,0,0,0,100,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,2,0,1,1,3,0,0,0,0,30,0,1,2122,29005,0
40,0,0,0,0,0,0,0,0,1,13,0,14,0,0,8,1,0,6,156,1,17,17,1,6,0,0,0,36,0,0,25,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,1,1,1,0,0,0,0,1,0,0,751,40638,0
35,0,0,0,0,0,0,0,1,1,7,0,4,0,0,3,0,0,0,6,0,1,0,0,0,0,0,0,10,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,4,0,0,0,1,0,0,1,0,0,31,0,1,5964,33935,0
40,0,0,0,0,0,0,0,0,1,43,0,12,0,0,4,0,0,4,436,3,99,21,0,3,0,0,0,351,0,0,109,0,2,0,0,113,14,0,3,0,1,0,0,0,38,0,3,0,1,1,2,3,0,0,0,1,0,0,0,0,0,1,0,0,1253,126882,0
55,0,0,0,0,0,0,0,0,1,62,0,4,0,0,3,0,0,3,59,2,35,14,1,3,0,0,0,99,0,0,49,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,2,2,1,1,0,0,0,0,15,0,0,2400,124313,0
17,0,0,0,0,0,0,0,0,1,10,0,13,0,0,13,0,0,4,132,1,38,8,0,4,0,0,0,196,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,451,0,0,3005,83563,0
20,0,0,0,0,0,0,0,0,1,20,0,9,0,0,2,0,0,0,1027,0,15,0,0,0,0,0,0,4967,0,0,30,0,5,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1615,367661,0
55,0,0,0,0,0,0,0,0,1,9,0,22,0,0,16,6,0,3,231,0,14,10,0,3,0,0,0,159,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,3,0,0,0,0,0,0,0,0,0,111,0,0,117,86352,0
56,0,0,0,0,0,0,0,0,1,24,7,14,0,0,9,0,0,1,131,1,1,3,0,1,0,0,0,427,0,0,9,0,2,0,0,170,0,0,0,0,0,0,0,1,28,0,0,0,1,1,2,6,0,0,1,1,3,0,0,0,0,5,0,0,2669,89416,0
383,0,0,0,0,0,0,0,0,1,9,0,4,0,0,0,0,0,2,15,1,1,4,0,2,0,0,0,11,0,0,4,0,1,0,0,11,0,0,0,0,0,1,0,10,10,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1223,21119,0
27,0,0,0,0,0,0,0,0,1,8,0,11,0,0,2,0,0,0,114,1,20,0,0,0,0,0,0,143,0,0,24,0,1,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,1,0,0,0,0,7,0,0,776,103749,0
42,0,0,0,0,0,0,0,0,1,9,0,6,0,1,6,0,0,2,130,13,22,4,0,2,0,0,0,385,0,0,26,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,83,0,0,3057,65020,0
16,0,0,0,0,0,0,0,0,1,14,2,4,0,0,2,0,0,1,112,1,15,3,0,1,0,0,0,348,0,0,24,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6565,79793,0
16,0,0,0,0,0,0,0,0,1,11,0,24,0,0,15,0,0,1,634,2,77,1,0,1,0,0,0,352,0,0,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,10,0,0,554,173482,0
15,0,0,0,0,0,0,0,0,1,11,0,6,0,0,2,0,0,0,60,1,38,0,0,0,0,0,0,43,0,0,42,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,1,0,0,0,0,0,38,0,2,781,25078,0
35,0,0,0,0,0,0,0,0,1,8,0,25,0,0,10,0,0,1,642,23,134,11,0,1,0,0,0,281,0,0,72,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,18,0,0,2267,426756,0
40,0,0,0,0,0,0,0,0,1,10,0,7,0,0,7,0,0,40,261,0,41,40,0,40,0,0,0,277,0,0,48,0,2,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,3,0,0,0,0,332,0,3,1209,67844,0
39,0,0,0,0,0,0,0,0,1,21,0,42,0,0,40,0,0,3,27,2,16,20,2,3,0,0,0,130,0,1,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,0,0,1,1,0,0,1,0,71,0,0,2347,60343,0
68,0,0,0,0,0,0,0,0,1,9,2,12,0,0,15,12,0,0,175,0,21,0,0,0,0,0,0,113,0,0,29,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,357,0,7,8566,72707,0
45,0,0,0,0,0,0,0,0,1,12,0,14,0,0,7,46,0,0,91,1,6,1,0,0,0,0,0,60,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,0,0,0,1,0,0,0,0,0,25,0,0,32094,142040,0
53,0,0,0,0,0,0,0,0,1,51,0,41,0,0,10,0,0,2,138,3,19,12,0,2,0,0,0,171,0,0,37,0,1,0,0,5,4,1,0,0,0,4,0,0,0,0,0,1,1,0,2,13,0,2,1,2,4,1,0,0,0,42,0,1,12967,99788,0
25,0,0,0,0,0,0,0,0,1,10,0,7,0,0,19,0,0,2,420,1,100,5,0,2,0,0,0,352,0,0,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,680,124218,0
28,0,0,0,0,0,0,0,0,1,8,7,14,0,0,65,0,0,6,1003,2,32,32,3,4,0,0,0,258,0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,1,7,0,0,0,0,1,0,0,1,0,108,0,1,2649,356212,0
18,0,0,0,0,0,0,0,0,1,21,0,7,0,0,1,0,0,0,39,0,73,0,0,0,0,0,0,251,0,0,83,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,12,0,0,433,69298,0
64,0,0,0,0,0,0,0,0,1,6,1,17,0,0,15,0,0,0,32,0,9,0,0,0,0,0,0,39,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,238,0,2,2123,13987,0
30,0,0,0,0,0,0,0,0,1,11,0,11,0,0,8,0,0,1,83,1,19,1,0,1,0,0,0,193,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,25,0,0,780,44719,0
20,0,0,0,0,0,0,0,0,1,9,0,14,0,0,16,0,0,1,129,1,16,2,0,1,0,0,0,225,0,1,21,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,248,0,6,2041,68724,0
55,0,0,0,0,0,0,0,0,1,12,1,26,0,0,16,0,0,1,33,0,2,8,1,1,0,0,0,64,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,142,0,0,296,17309,0
28,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0
38,0,0,0,0,0,0,0,0,1,13,0,9,0,0,8,0,0,0,84,0,6,1,0,0,0,0,0,238,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,0,0,1,2,0,0,0,0,8,0,0,6524,84345,0
20,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,0
33,0,0,0,0,0,0,0,0,1,39,1,18,0,0,13,0,0,2,500,0,86,6,0,2,0,0,0,249,0,0,104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,3,0,0,0,1,0,0,0,0,0,40,0,0,7340,96337,0
